ID	TARGET	TEXT	STANCE	CLEAN_SENTENCES	SEGMENT_SENTENCES
1468	俄罗斯在叙利亚的反恐行动	对，这就是国家智慧问题，土耳其还是图森破。就算这次俄罗斯吃亏了，进入你领空被你击落是吃了哑巴亏，但是以后有办法治你。真横起心来支持库尔德人建国能恶心死土耳其。这种明目张胆的弱智行动，五常这样的大国才不会做。	FAVOR	对 这就是国家智慧问题 土耳其还是图森破 就算这次俄罗斯吃亏了 进入你领空被你击落是吃了哑巴亏 但是以后有办法治你 真横起心来支持库尔德人建国能恶心死土耳其 这种明目张胆的弱智行动 五常这样的大国才不会做 	对,这,就是,国家,智慧,问题,土耳其,还是,图森,破,就算,这次,俄罗斯,罗斯,吃亏,亏了,进入,你,领空,被,你,击落,是,吃,了,哑巴,哑巴亏,但是,以后,有,办法,法治,你,真,横起,心,来,支持,库尔,库尔德,库尔德人,尔德,人,建国,国能,恶心,死,土耳其,这种,明目,明目张胆,的,弱智,行动,五常,这样,的,大国,才,不会,做
1469	俄罗斯在叙利亚的反恐行动	搞乱欧亚大陆架目的就达到了，再说不搞它也是乱的，伊斯兰只要存在更广一点宗教只要存在早晚会乱。解决？谁有这义务，这年头搞个大屠杀多麻烦啊。	AGAINST	搞乱欧亚大陆架目的就达到了 再说不搞它也是乱的 伊斯兰只要存在更广一点宗教只要存在早晚会乱 解决 谁有这义务 这年头搞个大屠杀多麻烦啊 	搞乱,欧亚,欧亚大陆,亚大,大陆,大陆架,陆架,目的,就,达到,了,再说,不,搞,它,也,是,乱,的,伊斯,伊斯兰,只要,存在,更,广,一点,宗教,只要,存在,早晚,晚会,乱,解决,谁,有,这,义务,这年头,年头,搞,个,大屠杀,屠杀,多,麻烦,啊
1470	俄罗斯在叙利亚的反恐行动	上次《查理周刊》遭遇恐袭也是这样，难过、愤怒、表决心，然后继续以美国人帮衬角色纵容IS和所谓“温和反对派”，鞭挞俄罗斯在叙利亚的反恐行动。	AGAINST	上次 查理周刊 遭遇恐袭也是这样 难过 愤怒 表决心 然后继续以美国人帮衬角色纵容 和所谓 温和反对派 鞭挞俄罗斯在叙利亚的反恐行动 	上次,查理,周刊,遭遇,恐,袭,也,是,这样,难过,愤怒,表决,决心,然后,后继,继续,以,美国,国人,帮衬,角色,纵容,和,所谓,温和,反对,反对派,鞭挞,俄罗斯,罗斯,在,叙利亚,利亚,的,反恐,行动
1471	俄罗斯在叙利亚的反恐行动	俄軍的撤走，預示着什麽，巴舍尔的前途将折嚮何处，戰爭是否能結束。	NONE	俄軍的撤走 預示着什麽 巴舍尔的前途将折嚮何处 戰爭是否能結束 	俄,軍,的,撤走,預,示,着,什,麽,巴,舍尔,的,前途,将,折,嚮,何处,戰,爭,是否,能,結,束
1472	俄罗斯在叙利亚的反恐行动	目前 明着支持 阿萨德政府 的就两个国家了，伊朗和俄罗斯，明着 反对 阿萨德政府 的是美国，当然，伊朗和俄罗斯基本上反对美国的所有主张。	AGAINST	目前 明着支持 阿萨德政府 的就两个国家了 伊朗和俄罗斯 明着 反对 阿萨德政府 的是美国 当然 伊朗和俄罗斯基本上反对美国的所有主张 	目前,明,着,支持,阿萨,阿萨德,德政,政府,的,就,两个,国家,了,伊朗,和,俄罗斯,罗斯,明,着,反对,阿萨,阿萨德,德政,政府,的,是,美国,当然,伊朗,和,俄罗斯,罗斯,罗斯基,基本,基本上,反对,美国,的,所有,所有主,主张
1473	俄罗斯在叙利亚的反恐行动	叙利亚反对派不是IS，好多人都搞混了。反对派就是叙利亚自由军，它和IS和证府军打的不可开交的。土耳其支持的是自由军。	NONE	叙利亚反对派不是 好多人都搞混了 反对派就是叙利亚自由军 它和 和证府军打的不可开交的 土耳其支持的是自由军 	叙利亚,利亚,反对,反对派,不是,好多,人,都,搞混,了,反对,反对派,就是,叙利亚,利亚,自由,军,它,和,和,证,府,军,打,的,不可,不可开交,开交,的,土耳其,支持,的,是,自由,军
1474	俄罗斯在叙利亚的反恐行动	大家都是要脸面的人，既然俄罗斯介入叙利亚的理由就是反恐，那么库尔德地区的恐不能不反啊，不然就是双标了，那可是侵犯美国人专利的	AGAINST	大家都是要脸面的人 既然俄罗斯介入叙利亚的理由就是反恐 那么库尔德地区的恐不能不反啊 不然就是双标了 那可是侵犯美国人专利的	大家,都,是,要脸,脸面,的,人,既然,俄罗斯,罗斯,介入,叙利亚,利亚,的,理由,就是,反恐,那么,库尔,库尔德,尔德,地区,的,恐,不能,不能不,反,啊,不然,就是,双,标,了,那,可是,侵犯,美国,国人,专利,的
1475	俄罗斯在叙利亚的反恐行动	卫星网这个意思就是反对派一部分派系和政府军以及俄军在打击IS上走在了一起。。都有自己的算盘，国际事务不是一拍脑袋一着急就能解决的，必然是复杂的利益关系。所谓的好坏是相对的，辩证的看问题。我们不要和喷子水军站在一个水平上，就是真要喷，咱也得喷出逻辑水平来……	FAVOR	卫星网这个意思就是反对派一部分派系和政府军以及俄军在打击 上走在了一起 都有自己的算盘 国际事务不是一拍脑袋一着急就能解决的 必然是复杂的利益关系 所谓的好坏是相对的 辩证的看问题 我们不要和喷子水军站在一个水平上 就是真要喷 咱也得喷出逻辑水平来 	卫星,网,这个,意思,就是,反对,反对派,一部,一部分,部分,分派,派系,和,政府,政府军,以及,俄军,在,打击,上,走,在,了,一起,都,有,自己,的,算盘,国际,国际事务,事务,不是,一,拍,脑袋,一着,着急,就,能解,解决,的,必然,是,复杂,的,利益,关系,所谓,的,好坏,是,相对,的,辩证,的,看,问题,我们,不要,和,喷子,水军,站,在,一个,水平,上,就是,真要,喷,咱,也,得,喷出,逻辑,水平,来
1476	俄罗斯在叙利亚的反恐行动	据黎巴嫩媒体报道，在叙利亚东部的代尔祖尔省消灭了一名“伊斯兰国”恐怖组织头目。	NONE	据黎巴嫩媒体报道 在叙利亚东部的代尔祖尔省消灭了一名 伊斯兰国 恐怖组织头目 	据,黎巴嫩,媒体,媒体报道,报道,在,叙利亚,利亚,亚东,东部,的,代尔,祖,尔,省,消灭,了,一名,伊斯,伊斯兰,国,恐怖,恐怖组织,组织,头目
1477	俄罗斯在叙利亚的反恐行动	独裁暴政都恨美国！视美国为敌！	FAVOR	独裁暴政都恨美国 视美国为敌 	独裁,暴政,都,恨,美国,视,美国,为,敌
1478	俄罗斯在叙利亚的反恐行动	中国就别插手了，目前最安全的地方是中国。	NONE	中国就别插手了 目前最安全的地方是中国 	中国,就,别,插手,了,目前,最,安全,的,地方,是,中国
1479	俄罗斯在叙利亚的反恐行动	以下内容主要是为了喜剧效果，是否当真，我也不知：我仍然相信我的祖国是唯一的希望。中国无正义。美国无强权。	NONE	以下内容主要是为了喜剧效果 是否当真 我也不知 我仍然相信我的祖国是唯一的希望 中国无正义 美国无强权 	以下,以下内容,内容,主要,要是,为了,喜剧,喜剧效果,效果,是否,当真,我,也,不知,我,仍然,相信,我,的,祖国,国是,唯一,的,希望,中国,无,正义,美国,无,强权
1480	俄罗斯在叙利亚的反恐行动	俄罗斯看得太紧，美国人不方便把武器直接提供给恐怖组织就只能采取这样的迂回办法了	FAVOR	俄罗斯看得太紧 美国人不方便把武器直接提供给恐怖组织就只能采取这样的迂回办法了	俄罗斯,罗斯,看得,太紧,美国,国人,不,方便,把,武器,直接,提供,供给,恐怖,恐怖组织,组织,织就,只能,采取,这样,的,迂回,办法,了
1481	俄罗斯在叙利亚的反恐行动	如果俄土真的打起来，欧洲和俄国将是一片混战，中国和美国或将因此受益，我们何必操那闲心，打吧，乐得看热闹。	AGAINST	如果俄土真的打起来 欧洲和俄国将是一片混战 中国和美国或将因此受益 我们何必操那闲心 打吧 乐得看热闹 	如果,俄,土,真的,打起,起来,欧洲,和,俄国,将,是,一片,混战,中国,和,美国,或,将,因此,受益,我们,何必,操,那,闲心,打,吧,乐得,看热闹,热闹
1482	俄罗斯在叙利亚的反恐行动	估计奥黑子看的太紧了，大帝别坐以待毙啊，我的QDⅡ还套着呢	AGAINST	估计奥黑子看的太紧了 大帝别坐以待毙啊 我的 还套着呢	估计,奥,黑子,看,的,太紧,了,大帝,别,坐以待毙,以待,待毙,啊,我,的,还,套着,呢
1483	俄罗斯在叙利亚的反恐行动	等一等，好像在俄罗斯进入叙利亚轰炸“恐怖分子”之前，难民已经越过边境线到达土耳其、希腊和东欧了吧？这锅扣得莫名其妙，不赞同。	FAVOR	等一等 好像在俄罗斯进入叙利亚轰炸 恐怖分子 之前 难民已经越过边境线到达土耳其 希腊和东欧了吧 这锅扣得莫名其妙 不赞同 	等一等,一等,好像,在,俄罗斯,罗斯,进入,叙利亚,利亚,轰炸,恐怖,恐怖分子,分子,之前,难民,已经,越过,边境,边境线,到达,土耳其,希腊,和,东欧,了,吧,这,锅,扣得,莫名,莫名其妙,不,赞同
1484	俄罗斯在叙利亚的反恐行动	原来恐怖分子是亲人。所以你们的亲人为了报复轰炸，炸了俄罗斯的客机对吗？我很好奇，你们是怎么挺到现代社会而没有灭族的？我都觉得你们实在是蠢萌啊	FAVOR	原来恐怖分子是亲人 所以你们的亲人为了报复轰炸 炸了俄罗斯的客机对吗 我很好奇 你们是怎么挺到现代社会而没有灭族的 我都觉得你们实在是蠢萌啊	原来,恐怖,恐怖分子,分子,是,亲人,所以,你们,的,亲人,人为,为了,报复,轰炸,炸,了,俄罗斯,罗斯,的,客机,对,吗,我,很,好奇,你们,是,怎么,挺到,现代,社会,而,没有,灭族,的,我,都,觉得,你们,实在,是,蠢,萌,啊
1485	俄罗斯在叙利亚的反恐行动	好乱啊，谁是谁，我已经晕了！	NONE	好乱啊 谁是谁 我已经晕了 	好,乱,啊,谁,是,谁,我,已经,晕,了
1486	俄罗斯在叙利亚的反恐行动	据俄新社特派记者报道，叙利亚军队和“沙漠之鹰”民兵小队的战士将“伊斯兰国”恐怖组织的武装分子从巴尔米拉的宾馆综合体逐出	NONE	据俄新社特派记者报道 叙利亚军队和 沙漠之鹰 民兵小队的战士将 伊斯兰国 恐怖组织的武装分子从巴尔米拉的宾馆综合体逐出	据,俄新社,特派,特派记者,记者,报道,叙利亚,利亚,亚军,军队,和,沙漠,之,鹰,民兵,小队,的,战士,将,伊斯,伊斯兰,国,恐怖,恐怖组织,组织,的,武装,分子,从,巴尔,巴尔米,米拉,的,宾馆,综合,综合体,合体,逐出
1487	俄罗斯在叙利亚的反恐行动	你们这些独裁暴政国家只能臭味相投，蛇鼠一窝，沆澥一气；你们将受到来自全世界正义国家与人民的鄙视与厌恶。。	AGAINST	你们这些独裁暴政国家只能臭味相投 蛇鼠一窝 沆澥一气 你们将受到来自全世界正义国家与人民的鄙视与厌恶 	你们,这些,独裁,暴政,国家,只能,臭味,臭味相投,相投,蛇,鼠,一,窝,沆,澥,一气,你们,将,受到,到来,来自,全世界,世界,正义,义国,国家,与,人民,的,鄙视,与,厌恶
1488	俄罗斯在叙利亚的反恐行动	俄罗斯普京所做的一切都是为了让叙利亚独裁者巴沙尔政权苟延馋喘下去，isis他打，反对巴沙尔政权的反对派他更打，而且对后者的打击才是他出兵中东的真正目的。	AGAINST	俄罗斯普京所做的一切都是为了让叙利亚独裁者巴沙尔政权苟延馋喘下去 他打 反对巴沙尔政权的反对派他更打 而且对后者的打击才是他出兵中东的真正目的 	俄罗斯,罗斯,斯普京,普京,所,做,的,一切,一切都是,为了,让,叙利亚,利亚,独裁,独裁者,巴沙,巴沙尔,政权,苟,延,馋,喘,下去,他,打,反对,巴沙,巴沙尔,政权,的,反对,反对派,他,更,打,而且,对,后者,的,打击,才,是,他,出兵,中东,的,真正,目的
1489	俄罗斯在叙利亚的反恐行动	还真不是 是人坐地收门票太贵了去闹事的 当然很不幸第一次还没走到交门票的地方就散了	AGAINST	还真不是 是人坐地收门票太贵了去闹事的 当然很不幸第一次还没走到交门票的地方就散了	还,真不,不是,是,人,坐地,收,门票,太贵,了,去,闹事,的,当然,很,不幸,第一,第一次,一次,还,没,走到,交,门票,的,地方,就,散,了
1490	俄罗斯在叙利亚的反恐行动	战争是政治的最高境界，也是最后境界。在当今社会条件下，谁也不能轻言战争，但对俄罗斯来讲，战争以外的手段完全可以利用。	AGAINST	战争是政治的最高境界 也是最后境界 在当今社会条件下 谁也不能轻言战争 但对俄罗斯来讲 战争以外的手段完全可以利用 	战争,是,政治,的,最高,境界,也,是,最后,境界,在,当今,当今社会,社会,条件,下,谁,也,不能,轻言,战争,但,对,俄罗斯,罗斯,来讲,战争,以外,的,手段,完全,可以,以利,利用
1491	俄罗斯在叙利亚的反恐行动	这么脑残，绕一大堆口令，对外摄取利益，对内搞平衡才是硬道理，兲朝是怎么搞你自己最清楚	AGAINST	这么脑残 绕一大堆口令 对外摄取利益 对内搞平衡才是硬道理 兲朝是怎么搞你自己最清楚	这么,脑,残,绕,一大,一大堆,大堆,口令,对外,摄取,利益,对内,搞平衡,平衡,才,是,硬道理,道理,兲,朝,是,怎么,搞,你,自己,最,清楚
1492	俄罗斯在叙利亚的反恐行动	感觉土耳其把谁都不放在眼里	FAVOR	感觉土耳其把谁都不放在眼里	感觉,土耳其,把,谁,都,不放,放在,放在眼里,眼里
1493	俄罗斯在叙利亚的反恐行动	土耳其和东突200%有关系谢谢	FAVOR	土耳其和东突 有关系谢谢	土耳其,和,东突,有关,关系,谢谢
1494	俄罗斯在叙利亚的反恐行动	垃圾,终于说出真正的原因了吧,一边买isis的石油,一边喊着反对isis,假不假！还支持疆独,你要不是加入北约,不知道被打多少次.	FAVOR	垃圾 终于说出真正的原因了吧 一边买 的石油 一边喊着反对 假不假 还支持疆独 你要不是加入北约 不知道被打多少次 	垃圾,终于,说出,真正,的,原因,了,吧,一边,买,的,石油,一边,喊,着,反对,假,不,假,还,支持,疆,独,你,要不是,不是,加入,北约,不知,知道,被,打,多少,多少次
1495	俄罗斯在叙利亚的反恐行动	炸的有没有isis呢，isis也是你亲戚吧[挖鼻]	FAVOR	炸的有没有 呢 也是你亲戚吧 挖鼻 	炸,的,有没有,没有,呢,也,是,你,亲戚,吧,挖,鼻
1496	俄罗斯在叙利亚的反恐行动	中东又成了各方势力博弈的场所，不管什么时候受罪的总是贫民	AGAINST	中东又成了各方势力博弈的场所 不管什么时候受罪的总是贫民	中东,又,成,了,各方,势力,博弈,的,场所,不管,什么,时候,受罪,的,总是,贫民
1497	俄罗斯在叙利亚的反恐行动	怪不得五角大楼支持的库尔德人把CIA支持的反对派打个落花流水，让人搞不懂美国决策层到底发生了什么，想来想去还以为集体智障了，这下全明白了。外战引发内斗，内斗影响外战，精彩曲折至极，纸牌屋真是弱爆了。可惜这些真相永远得不到承认。	NONE	怪不得五角大楼支持的库尔德人把 支持的反对派打个落花流水 让人搞不懂美国决策层到底发生了什么 想来想去还以为集体智障了 这下全明白了 外战引发内斗 内斗影响外战 精彩曲折至极 纸牌屋真是弱爆了 可惜这些真相永远得不到承认 	怪不得,不得,五角,五角大楼,大楼,支持,的,库尔,库尔德,库尔德人,尔德,人,把,支持,的,反对,反对派,打,个,落花,落花流水,流水,让,人,搞不懂,美国,决策,决策层,到底,发生,了,什么,想来,想来想去,想去,还以,以为,集体,智障,了,这,下,全,明白,了,外,战,引发,内斗,内斗,影响,外,战,精彩,曲折,至极,纸牌,屋,真是,弱,爆,了,可惜,这些,真相,永远,得不到,不到,承认
