ID	TARGET	TEXT	CLEAN_SENTENCES	SEGMENT_SENTENCES
1258	俄罗斯在叙利亚的反恐行动	到底巴沙尔还是阿萨德？	到底巴沙尔还是阿萨德 	到底,巴沙,巴沙尔,还是,阿萨,阿萨德
1259	俄罗斯在叙利亚的反恐行动	对着图片撸了三次。	对着图片撸了三次 	对着,图片,撸,了,三次
1260	俄罗斯在叙利亚的反恐行动	// @毛猴大哥V : 靠谱	 毛猴大哥 靠谱	毛猴,大哥,靠,谱
1261	俄罗斯在叙利亚的反恐行动	对于普京来说，俄罗斯军队在叙利亚的行动一方面已经达到了实战练兵的效果，另一方面这么大阵仗也是很烧钱滴。所以见好就收，才是正确的选择	对于普京来说 俄罗斯军队在叙利亚的行动一方面已经达到了实战练兵的效果 另一方面这么大阵仗也是很烧钱滴 所以见好就收 才是正确的选择	对于,普京,来说,俄罗斯,罗斯,军队,在,叙利亚,利亚,的,行动,一方,一方面,方面,已经,达到,了,实战,练兵,的,效果,另一方,另一方面,一方,一方面,方面,这么,大,阵,仗,也,是,很,烧钱,滴,所以,见好就收,才,是,正确,的,选择
1262	俄罗斯在叙利亚的反恐行动	南京市的腐败就这么牛！国营单位拆迁，干部家没拆迁，也能拿拆迁款和安置房，侵吞国家财产，政府帮！而百姓拆迁，给的安置房价竟比按市场价拆迁的房价还高，住建委自造伪证来裁决。当伪证被当庭戳穿时，法院说：政府的证据，本院均予认可并依法釆信。判强拆！政府合法强拆，竟是政府法院狼狈为奸来抢劫 http://t.cn/RGdEpar	南京市的腐败就这么牛 国营单位拆迁 干部家没拆迁 也能拿拆迁款和安置房 侵吞国家财产 政府帮 而百姓拆迁 给的安置房价竟比按市场价拆迁的房价还高 住建委自造伪证来裁决 当伪证被当庭戳穿时 法院说 政府的证据 本院均予认可并依法釆信 判强拆 政府合法强拆 竟是政府法院狼狈为奸来抢劫 	南京,南京市,京市,的,腐败,就,这么,牛,国营,单位,拆迁,干部,家,没,拆迁,也,能,拿,拆迁,款,和,安置,房,侵吞,国家,家财,财产,政府,帮,而,百姓,拆迁,给,的,安置,房价,竟,比,按,市场,市场价,拆迁,的,房价,还,高,住,建委,自造,伪证,来,裁决,当,伪证,被,当庭,戳穿,时,法院,说,政府,的,证据,本院,均,予,认可,并,依法,釆,信,判,强拆,政府,合法,强拆,竟是,政府,法院,狼狈,狼狈为奸,来,抢劫
1263	俄罗斯在叙利亚的反恐行动	囧知能不能单独开一个微博，这样找好累	囧知能不能单独开一个微博 这样找好累	囧,知能,不能,单独,开,一个,微,博,这样,找,好累
1264	俄罗斯在叙利亚的反恐行动	呵呵 ！普京被逼急了，终于露出尾巴了！现在的俄罗斯，也就是个穿西装的塔利班而已！	呵呵 普京被逼急了 终于露出尾巴了 现在的俄罗斯 也就是个穿西装的塔利班而已 	呵呵,普京,被,逼急,了,终于,露出,尾巴,了,现在,的,俄罗斯,罗斯,也,就是,个,穿,西装,的,塔利,塔利班,而已
1265	俄罗斯在叙利亚的反恐行动	如果俄罗斯对其宣战或反击，根据北大西洋公约组织协定也即意味俄罗斯对西欧发动全面战争。俄罗斯此刻进退两难。	如果俄罗斯对其宣战或反击 根据北大西洋公约组织协定也即意味俄罗斯对西欧发动全面战争 俄罗斯此刻进退两难 	如果,俄罗斯,罗斯,对,其,宣战,或,反击,根据,北大,北大西洋,北大西洋公约组织,大西,大西洋,西洋,公约,组织,协定,也,即,意味,俄罗斯,罗斯,对,西欧,发动,全面,全面战争,战争,俄罗斯,罗斯,此刻,进退,进退两难,两难
1266	俄罗斯在叙利亚的反恐行动	因为他就是从is手里走私石油，更廉价！	因为他就是从 手里走私石油 更廉价 	因为,他,就是,是从,手里,走私,石油,更,廉价
1267	俄罗斯在叙利亚的反恐行动	粉姐收个男兵更合适// @我叫芝士粉 : 不过前几天看侣行，有个库尔德女兵妹子可招人疼了，我倒是有收房的想法。这算是实际行动吗 // @潇水桥畔 :心疼不行动，不如圣母B // @我叫芝士粉 :切 // @方无码 : 妇人之仁！ // @我叫芝士粉 : 很是心疼弱国的人民啊，就是大国手上的棋子啊	粉姐收个男兵更合适 我叫芝士粉 不过前几天看侣行 有个库尔德女兵妹子可招人疼了 我倒是有收房的想法 这算是实际行动吗 潇水桥畔 心疼不行动 不如圣母 我叫芝士粉 切 方无码 妇人之仁 我叫芝士粉 很是心疼弱国的人民啊 就是大国手上的棋子啊	粉,姐,收,个,男,兵,更合,合适,我,叫,芝士,粉,不过,前,几天,看,侣,行,有,个,库尔,库尔德,尔德,女兵,妹子,可,招人,疼,了,我,倒,是,有,收,房,的,想法,这,算是,实际,实际行动,行动,吗,潇水,桥,畔,心疼,不行,行动,不如,圣母,我,叫,芝士,粉,切,方,无码,妇人,妇人之仁,我,叫,芝士,粉,很,是,心疼,弱国,的,人民,啊,就是,大国,国手,手上,的,棋子,啊
1268	俄罗斯在叙利亚的反恐行动	说死就死的旅行	说死就死的旅行	说,死就死,的,旅行
1269	俄罗斯在叙利亚的反恐行动	 普京说，如果 俄罗斯 早在 叙利亚 部署了S400，悲剧就不会发生，并承诺S400不会针对反恐合作伙伴（如果搞阿萨德或掩护恐怖组织，那…）。S400可精准定位打击叙全境和周边领空的飞行物，之前由于IS和叛军无战机，架防空导弹系统理由不足且有针对北约之嫌。这下土鸡刚好送来了合法性。	 普京说 如果 俄罗斯 早在 叙利亚 部署了 悲剧就不会发生 并承诺 不会针对反恐合作伙伴 如果搞阿萨德或掩护恐怖组织 那 可精准定位打击叙全境和周边领空的飞行物 之前由于 和叛军无战机 架防空导弹系统理由不足且有针对北约之嫌 这下土鸡刚好送来了合法性 	普京,说,如果,俄罗斯,罗斯,早在,叙利亚,利亚,部署,了,悲剧,就,不会,发生,并,承诺,不会,针对,反恐,合作,合作伙伴,伙伴,如果,搞,阿萨,阿萨德,或,掩护,恐怖,恐怖组织,组织,那,可,精准,准定,定位,打击,叙,全境,和,周边,领空,的,飞行,飞行物,之前,由于,和,叛军,无,战机,架,防空,导弹,导弹系统,系统,统理,理由,不足,且,有,针对,北约,之,嫌,这,下土,土鸡,刚好,送来,了,合法,合法性
1270	俄罗斯在叙利亚的反恐行动	帝国的底蕴。然并卵，一个大国不能只靠底蕴混哈	帝国的底蕴 然并卵 一个大国不能只靠底蕴混哈	帝国,的,底蕴,然,并,卵,一个,大国,不能,只,靠,底蕴,混,哈
1271	俄罗斯在叙利亚的反恐行动	有意思，撤毛的侨啊，明明就是想干架	有意思 撤毛的侨啊 明明就是想干架	有意,有意思,意思,撤,毛,的,侨,啊,明明,就是,想,干架
1272	俄罗斯在叙利亚的反恐行动	原来沙特变成反恐斗士只要说句话就行了	原来沙特变成反恐斗士只要说句话就行了	原来,沙特,特变,变成,反恐,斗士,只要,要说,说句话,就行了
1273	俄罗斯在叙利亚的反恐行动	打架就不打钱！其实打仗也就是打钱！美国与北约空袭叙利亚恐怖分子耗费了大量的钱财，久攻无效，失去了信心。在这关键的时候，普京与俄罗斯接替美国与北约应对恐怖分子，为世界反恐注入了强大的动力与活力，减轻了美国与北约的政治压力与经济负担，也使全世界人民重新看到了反恐胜利的希望！	打架就不打钱 其实打仗也就是打钱 美国与北约空袭叙利亚恐怖分子耗费了大量的钱财 久攻无效 失去了信心 在这关键的时候 普京与俄罗斯接替美国与北约应对恐怖分子 为世界反恐注入了强大的动力与活力 减轻了美国与北约的政治压力与经济负担 也使全世界人民重新看到了反恐胜利的希望 	打架,就,不,打,钱,其实,打仗,也,就是,打,钱,美国,与,北约,空袭,叙利亚,利亚,恐怖,恐怖分子,分子,耗费,了,大量,的,钱财,久,攻,无效,失去,了,信心,在,这,关键,的,时候,普京,与,俄罗斯,罗斯,接替,美国,与,北约,应对,恐怖,恐怖分子,分子,为,世界,反恐,注入,了,强大,的,动力,与,活力,减轻,了,美国,与,北约,的,政治,压力,与,经济,经济负担,负担,也,使,全世界,世界,人民,重新,看到,了,反恐,胜利,的,希望
1274	俄罗斯在叙利亚的反恐行动	法西斯也是合法政府，和你们一样	法西斯也是合法政府 和你们一样	法西,法西斯,西斯,也,是,合法,合法政府,法政,政府,和,你们,一样
1275	俄罗斯在叙利亚的反恐行动	叙利亚的政治生态很复杂，除了本国宗教教派的分争，背后还有邻国政府、教派的参与，同时还受欧美俄等大国的掣肘，即使达成暂时性协议也会显得十分脆弱，最终结果谁也难以预料。不过，阿萨德的日子不好过，如下台到哪养老，追随者怎么办？如硬挺着，内外交困，和平曙光仍然遥远。动荡的叙利亚路在何方？	叙利亚的政治生态很复杂 除了本国宗教教派的分争 背后还有邻国政府 教派的参与 同时还受欧美俄等大国的掣肘 即使达成暂时性协议也会显得十分脆弱 最终结果谁也难以预料 不过 阿萨德的日子不好过 如下台到哪养老 追随者怎么办 如硬挺着 内外交困 和平曙光仍然遥远 动荡的叙利亚路在何方 	叙利亚,利亚,的,政治,生态,很,复杂,除了,本国,宗教,教教,教派,的,分争,背后,还有,邻国,国政,政府,教派,的,参与,同时,还,受,欧美,俄,等,大国,的,掣肘,即使,达成,暂时,暂时性,协议,也,会,显得,十分,脆弱,最终,终结,结果,谁,也,难以,难以预料,预料,不过,阿萨,阿萨德,的,日子,不好,不好过,如下,下台,到,哪,养老,追随,追随者,怎么,怎么办,如,硬挺,着,内外,内外交困,外交,交困,和平,曙光,仍然,遥远,动荡,的,叙利亚,利亚,路在何方,何方
1276	俄罗斯在叙利亚的反恐行动	卢沟桥事变版本？	卢沟桥事变版本 	卢沟,卢沟桥,卢沟桥事变,事变,版本
1277	俄罗斯在叙利亚的反恐行动	美国为什么不敢干伊朗？打什么伊拉克啊！	美国为什么不敢干伊朗 打什么伊拉克啊 	美国,为什么,什么,不敢,敢干,伊朗,打,什么,伊拉,伊拉克,拉克,啊
1278	俄罗斯在叙利亚的反恐行动	支持欧洲接收难民	支持欧洲接收难民	支持,欧洲,接收,难民
1279	俄罗斯在叙利亚的反恐行动	普特勒们是人啊，全世界的猪都笑了。	普特勒们是人啊 全世界的猪都笑了 	普特,特勒,们,是,人,啊,全世界,世界,的,猪,都,笑,了
1280	俄罗斯在叙利亚的反恐行动	当地球人都瞎吗	当地球人都瞎吗	当地,地球,人,都,瞎,吗
1281	俄罗斯在叙利亚的反恐行动	警告的同时按下扳机	警告的同时按下扳机	警告,的,同时,按,下,扳机
1282	俄罗斯在叙利亚的反恐行动	反恐立法，让逝去的生命可以安息，让活着的人可以安全	反恐立法 让逝去的生命可以安息 让活着的人可以安全	反恐,立法,让,逝去,的,生命,可以,安息,让,活着,的,人,可以,安全
1283	俄罗斯在叙利亚的反恐行动	现在不违反国际法了吗？	现在不违反国际法了吗 	现在,不,违反,国际,国际法,了,吗
1284	俄罗斯在叙利亚的反恐行动	 《阿根廷屈从中国利益 积极协助执法 果断击沉违法中国渔船》这个标题怎么样？ // @高程CASS :普京屈从中国利益从 叙利亚 撤军，这种看标题就能判断的脑残大棋文，就不用点评了吧？	 阿根廷屈从中国利益 积极协助执法 果断击沉违法中国渔船 这个标题怎么样 高程 普京屈从中国利益从 叙利亚 撤军 这种看标题就能判断的脑残大棋文 就不用点评了吧 	阿根,阿根廷,根廷,屈从,从中,中国,国利,利益,积极,协助,执法,果断,击沉,违法,中国,渔船,这个,标题,怎么,怎么样,高程,普京,屈从,从中,中国,国利,利益,从,叙利亚,利亚,撤军,这种,看,标题,就,能,判断,的,脑,残,大,棋,文,就,不用,点评,了,吧
1285	俄罗斯在叙利亚的反恐行动	土鸡国不只一次的后悔 这才刚刚开始	土鸡国不只一次的后悔 这才刚刚开始	土鸡,国,不,只,一次,的,后悔,这,才刚,刚刚,刚刚开始,开始
1286	俄罗斯在叙利亚的反恐行动	普京说话通俗易懂、能屈能伸，让人浮想联翩；确实是战略家。	普京说话通俗易懂 能屈能伸 让人浮想联翩 确实是战略家 	普京,说话,通俗,通俗易懂,易懂,能屈能伸,能伸,让,人,浮想,浮想联翩,联翩,确实,实是,战略,战略家
1287	俄罗斯在叙利亚的反恐行动	美俄特种兵厮杀叙利亚！// @carlvinson金牛 : //: // @谈笑verr 	美俄特种兵厮杀叙利亚 金牛 谈笑 	美,俄,特种,特种兵,厮杀,叙利亚,利亚,金牛,谈笑
1288	俄罗斯在叙利亚的反恐行动	土耳其说，火 来自火星。	土耳其说 火 来自火星 	土耳其,说,火,来自,火星
1289	俄罗斯在叙利亚的反恐行动	沙俄骂架水平见长	沙俄骂架水平见长	沙俄,骂架,水平,见长
1290	俄罗斯在叙利亚的反恐行动	没有美军保护，沙特军队能打过谁啊。	没有美军保护 沙特军队能打过谁啊 	没有,美军,保护,沙特,军队,能,打过,谁,啊
1291	俄罗斯在叙利亚的反恐行动	 @我叫周一不开心	 我叫周一不开心	我,叫,周一,不开,开心
1292	俄罗斯在叙利亚的反恐行动	估计沙特答应普京了，减产石油以提升油价。	估计沙特答应普京了 减产石油以提升油价 	估计,沙特,答应,普京,了,减产,石油,以,提升,油价
1293	俄罗斯在叙利亚的反恐行动	抱薪救火与釜底抽薪	抱薪救火与釜底抽薪	抱薪救火,救火,与,釜底抽薪
1294	俄罗斯在叙利亚的反恐行动	争论要基于事实。	争论要基于事实 	争论,要,基于,事实
1295	俄罗斯在叙利亚的反恐行动	哇哦，有热闹看了	哇哦 有热闹看了	哇,哦,有,热闹,看,了
1296	俄罗斯在叙利亚的反恐行动	先知要还在，早就把你们给杀了！你们表面上装穆斯林，私下勾结以色列美国，同时大肆的宣扬瓦哈比的邪恶教法，玷污伊斯兰，勾结以色列美国扶植ISIS，你们这些畜生，还敢称自己是穆斯林？一群装模作样的死猪，都去死吧！看到你们虚伪残暴阴险的鬼样子就想吐！屎一样的人！污秽不堪的邪恶东西！	先知要还在 早就把你们给杀了 你们表面上装穆斯林 私下勾结以色列美国 同时大肆的宣扬瓦哈比的邪恶教法 玷污伊斯兰 勾结以色列美国扶植 你们这些畜生 还敢称自己是穆斯林 一群装模作样的死猪 都去死吧 看到你们虚伪残暴阴险的鬼样子就想吐 屎一样的人 污秽不堪的邪恶东西 	先知,要,还,在,早就,把,你们,给,杀,了,你们,表面,面上,上装,穆斯,穆斯林,私下,勾结,以色列,美国,同时,大肆,的,宣扬,瓦,哈,比,的,邪恶,教法,玷污,伊斯,伊斯兰,勾结,以色列,美国,扶植,你们,这些,畜生,还,敢,称,自己,是,穆斯,穆斯林,一群,装模作样,的,死,猪,都,去死吧,看到,你们,虚伪,残暴,阴险,的,鬼,样子,就,想,吐,屎,一样,的,人,污秽,污秽不堪,不堪,的,邪恶,东西
